prgn6.2,175,141,195
prgn6.3,231,212,232
prgn6.4,217,240,211
prgn6.5,127,191,123
prgn6.6,27,120,55
prgn7.1,118,42,131
prgn7.2,175,141,195
prgn7.3,231,212,232
prgn7.4,247,247,247
prgn7.5,217,240,211
prgn7.6,127,191,123
prgn7.7,27,120,55
prgn8.1,118,42,131
prgn8.2,153,112,171
prgn8.3,194,165,207
prgn8.4,231,212,232
prgn8.5,217,240,211
prgn8.6,166,219,160
prgn8.7,90,174,97
prgn8.8,27,120,55
prgn9.1,118,42,131
prgn9.2,153,112,171
prgn9.3,194,165,207
prgn9.4,231,212,232
prgn9.5,247,247,247
prgn9.6,217,240,211
prgn9.7,166,219,160
prgn9.8,90,174,97
prgn9.9,27,120,55
pubu3.1,236,231,242
pubu3.2,166,189,219
pubu3.3,43,140,190
pubu4.1,241,238,246
pubu4.2,189,201,225
pubu4.3,116,169,207
pubu4.4,5,112,176
pubu5.1,241,238,246
pubu5.2,189,201,225
pubu5.3,116,169,207
pubu5.4,43,140,190
pubu5.5,4,90,141
pubu6.1,241,238,246
pubu6.2,208,209,230
pubu6.3,166,189,219
pubu6.4,116,169,207
pubu6.5,43,140,190
pubu6.6,4,90,141
pubu7.1,241,238,246
pubu7.2,208,209,230
pubu7.3,166,189,219
pubu7.4,116,169,207
pubu7.5,54,144,192
pubu7.6,5,112,176
pubu7.7,3,78,123
pubu8.1,255,247,251
pubu8.2,236,231,242
pubu8.3,208,209,230
pubu8.4,166,189,219
pubu8.5,116,169,207
pubu8.6,54,144,192
pubu8.7,5,112,176
pubu8.8,3,78,123
pubu9.1,255,247,251
pubu9.2,236,231,242
pubu9.3,208,209,230
pubu9.4,166,189,219
pubu9.5,116,169,207
pubu9.6,54,144,192
pubu9.7,5,112,176
pubu9.8,4,90,141
pubu9.9,2,56,88
pubugn3.1,236,226,240
pubugn3.2,166,189,219
pubugn3.3,28,144,153
pubugn4.1,246,239,247
pubugn4.2,189,201,225
pubugn4.3,103,169,207
pubugn4.4,2,129,138
pubugn5.1,246,239,247
pubugn5.2,189,201,225
pubugn5.3,103,169,207
pubugn5.4,28,144,153
pubugn5.5,1,108,89
pubugn6.1,246,239,247
pubugn6.2,208,209,230
pubugn6.3,166,189,219
pubugn6.4,103,169,207
pubugn6.5,28,144,153
pubugn6.6,1,108,89
pubugn7.1,246,239,247
pubugn7.2,208,209,230
pubugn7.3,166,189,219
pubugn7.4,103,169,207
pubugn7.5,54,144,192
pubugn7.6,2,129,138
pubugn7.7,1,100,80
pubugn8.1,255,247,251
pubugn8.2,236,226,240
pubugn8.3,208,209,230
pubugn8.4,166,189,219
pubugn8.5,103,169,207
pubugn8.6,54,144,192
pubugn8.7,2,129,138
pubugn8.8,1,100,80
pubugn9.1,255,247,251
pubugn9.2,236,226,240
pubugn9.3,208,209,230
pubugn9.4,166,189,219
pubugn9.5,103,169,207
pubugn9.6,54,144,192
pubugn9.7,2,129,138
pubugn9.8,1,108,89
pubugn9.9,1,70,54
puor10.1,127,59,8
puor10.2,179,88,6
puor10.3,224,130,20
puor10.4,253,184,99
puor10.5,254,224,182
puor10.6,216,218,235
puor10.7,178,171,210
puor10.8,128,115,172
puor10.9,84,39,136
puor10.10,45,0,75
puor11.1,127,59,8
puor11.2,179,88,6
puor11.3,224,130,20
puor11.4,253,184,99
puor11.5,254,224,182
puor11.6,247,247,247
puor11.7,216,218,235
puor11.8,178,171,210
puor11.9,128,115,172
puor11.10,84,39,136
puor11.11,45,0,75
puor3.1,241,163,64
puor3.2,247,247,247
puor3.3,153,142,195
puor4.1,230,97,1
puor4.2,253,184,99
puor4.3,178,171,210
puor4.4,94,60,153
puor5.1,230,97,1
puor5.2,253,184,99
puor5.3,247,247,247
puor5.4,178,171,210
puor5.5,94,60,153
puor6.1,179,88,6
puor6.2,241,163,64
puor6.3,254,224,182
puor6.4,216,218,235
puor6.5,153,142,195
puor6.6,84,39,136
puor7.1,179,88,6
puor7.2,241,163,64
puor7.3,254,224,182
puor7.4,247,247,247
puor7.5,216,218,235
puor7.6,153,142,195
puor7.7,84,39,136
puor8.1,179,88,6
puor8.2,224,130,20
puor8.3,253,184,99
puor8.4,254,224,182
puor8.5,216,218,235
puor8.6,178,171,210
puor8.7,128,115,172
puor8.8,84,39,136
puor9.1,179,88,6
puor9.2,224,130,20
puor9.3,253,184,99
puor9.4,254,224,182
puor9.5,247,247,247
puor9.6,216,218,235
puor9.7,178,171,210
puor9.8,128,115,172
puor9.9,84,39,136
purd3.1,231,225,239
purd3.2,201,148,199
purd3.3,221,28,119
purd4.1,241,238,246
purd4.2,215,181,216
purd4.3,223,101,176
purd4.4,206,18,86
purd5.1,241,238,246
purd5.2,215,181,216
purd5.3,223,101,176
purd5.4,221,28,119
purd5.5,152,0,67
purd6.1,241,238,246
purd6.2,212,185,218
purd6.3,201,148,199
purd6.4,223,101,176
purd6.5,221,28,119
purd6.6,152,0,67
purd7.1,241,238,246
purd7.2,212,185,218
purd7.3,201,148,199
purd7.4,223,101,176
purd7.5,231,41,138
purd7.6,206,18,86
purd7.7,145,0,63
purd8.1,247,244,249
purd8.2,231,225,239
purd8.3,212,185,218
purd8.4,201,148,199
purd8.5,223,101,176
purd8.6,231,41,138
purd8.7,206,18,86
purd8.8,145,0,63
purd9.1,247,244,249
purd9.2,231,225,239
purd9.3,212,185,218
purd9.4,201,148,199
purd9.5,223,101,176
purd9.6,231,41,138
purd9.7,206,18,86
purd9.8,152,0,67
purd9.9,103,0,31
purples3.1,239,237,245
purples3.2,188,189,220
purples3.3,117,107,177
purples4.1,242,240,247
purples4.2,203,201,226
purples4.3,158,154,200
purples4.4,106,81,163
purples5.1,242,240,247
purples5.2,203,201,226
purples5.3,158,154,200
purples5.4,117,107,177
purples5.5,84,39,143
purples6.1,242,240,247
purples6.2,218,218,235
purples6.3,188,189,220
purples6.4,158,154,200
purples6.5,117,107,177
purples6.6,84,39,143
purples7.1,242,240,247
purples7.2,218,218,235
purples7.3,188,189,220
purples7.4,158,154,200
purples7.5,128,125,186
purples7.6,106,81,163
purples7.7,74,20,134
purples8.1,252,251,253
purples8.2,239,237,245
purples8.3,218,218,235
purples8.4,188,189,220
purples8.5,158,154,200
purples8.6,128,125,186
purples8.7,106,81,163
purples8.8,74,20,134
purples9.1,252,251,253
purples9.2,239,237,245
purples9.3,218,218,235
purples9.4,188,189,220
purples9.5,158,154,200
purples9.6,128,125,186
purples9.7,106,81,163
purples9.8,84,39,143
purples9.9,63,0,125
rdbu10.1,103,0,31
rdbu10.2,178,24,43
rdbu10.3,214,96,77
rdbu10.4,244,165,130
rdbu10.5,253,219,199
rdbu10.6,209,229,240
rdbu10.7,146,197,222
rdbu10.8,67,147,195
rdbu10.9,33,102,172
rdbu10.10,5,48,97
rdbu11.1,103,0,31
rdbu11.2,178,24,43
rdbu11.3,214,96,77
rdbu11.4,244,165,130
rdbu11.5,253,219,199
rdbu11.6,247,247,247
rdbu11.7,209,229,240
rdbu11.8,146,197,222
rdbu11.9,67,147,195
rdbu11.10,33,102,172
rdbu11.11,5,48,97
rdbu3.1,239,138,98
rdbu3.2,247,247,247
rdbu3.3,103,169,207
rdbu4.1,202,0,32
rdbu4.2,244,165,130
rdbu4.3,146,197,222
rdbu4.4,5,113,176
rdbu5.1,202,0,32
rdbu5.2,244,165,130
rdbu5.3,247,247,247
rdbu5.4,146,197,222
rdbu5.5,5,113,176
rdbu6.1,178,24,43
rdbu6.2,239,138,98
rdbu6.3,253,219,199
rdbu6.4,209,229,240
rdbu6.5,103,169,207
rdbu6.6,33,102,172
rdbu7.1,178,24,43
rdbu7.2,239,138,98
rdbu7.3,253,219,199
rdbu7.4,247,247,247
rdbu7.5,209,229,240
rdbu7.6,103,169,207
rdbu7.7,33,102,172
rdbu8.1,178,24,43
rdbu8.2,214,96,77
rdbu8.3,244,165,130
rdbu8.4,253,219,199
rdbu8.5,209,229,240
rdbu8.6,146,197,222
rdbu8.7,67,147,195
rdbu8.8,33,102,172
rdbu9.1,178,24,43
rdbu9.2,214,96,77
rdbu9.3,244,165,130
rdbu9.4,253,219,199
rdbu9.5,247,247,247
rdbu9.6,209,229,240
rdbu9.7,146,197,222
rdbu9.8,67,147,195
rdbu9.9,33,102,172
rdgy10.1,103,0,31
rdgy10.2,178,24,43
rdgy10.3,214,96,77
rdgy10.4,244,165,130
rdgy10.5,253,219,199
rdgy10.6,224,224,224
rdgy10.7,186,186,186
rdgy10.8,135,135,135
rdgy10.9,77,77,77
rdgy10.10,26,26,26
rdgy11.1,103,0,31
rdgy11.2,178,24,43
rdgy11.3,214,96,77
rdgy11.4,244,165,130
rdgy11.5,253,219,199
rdgy11.6,255,255,255
rdgy11.7,224,224,224
rdgy11.8,186,186,186
rdgy11.9,135,135,135
rdgy11.10,77,77,77
rdgy11.11,26,26,26
rdgy3.1,239,138,98
rdgy3.2,255,255,255
rdgy3.3,153,153,153
rdgy4.1,202,0,32
rdgy4.2,244,165,130
rdgy4.3,186,186,186
rdgy4.4,64,64,64
rdgy5.1,202,0,32
rdgy5.2,244,165,130
rdgy5.3,255,255,255
rdgy5.4,186,186,186
rdgy5.5,64,64,64
rdgy6.1,178,24,43
rdgy6.2,239,138,98
rdgy6.3,253,219,199
rdgy6.4,224,224,224
rdgy6.5,153,153,153
rdgy6.6,77,77,77
rdgy7.1,178,24,43
rdgy7.2,239,138,98
rdgy7.3,253,219,199
rdgy7.4,255,255,255
rdgy7.5,224,224,224
rdgy7.6,153,153,153
rdgy7.7,77,77,77
rdgy8.1,178,24,43
rdgy8.2,214,96,77
rdgy8.3,244,165,130
rdgy8.4,253,219,199
rdgy8.5,224,224,224
rdgy8.6,186,186,186
rdgy8.7,135,135,135
rdgy8.8,77,77,77
rdgy9.1,178,24,43
rdgy9.2,214,96,77
rdgy9.3,244,165,130
